id_no,title,organization,skills,ratings,review_counts,metadata
438,Digital Signal Processing,?cole Polytechnique F??ale de Lausanne,"advanced mathematics,algorithm,applied mathematics,calculus,computer engineering,digital communication,electrical computer engineering,electrical engineering,electronic system,electronics,electronics engineering,embedded system,engineering analysis,engineering calculation,image analysis,linear algebra,mathematical modeling,numerical analysis,programming principle,telecommunication",0,0,Intermediate ? Specialization ? 3 - 6 Months
439,Digital Media and Marketing Strategies,University of Illinois Urbana-Champaign,"content marketing,customer relationship management,digital medium strategy,integrated marketing communication,key performance indicator kpis,marketing,marketing effectiveness,online advertising,owned medium,paid medium,risk management,search engine optimization,shared medium,social medium,social medium marketing",0,0,Beginner ? Course ? 1 - 4 Weeks
440,Mountains 101,University of Alberta,"anthropology,biology,cultural diversity,environment,environmental monitoring,environmental science,natural resource management,physical science,risk management,social study,water resource,world history",0,0,Mixed ? Course ? 1 - 3 Months
441,Roman Architecture,Yale University,"ancient history,architectural design,architecture construction,art history,civil engineering,construction,cultural diversity,design element principle,european history,research design,world history",0,0,Beginner ? Course ? 3 - 6 Months
442,Fundamentals of Fluid Power,University of Minnesota,"automation engineering,control system,engineering analysis,engineering calculation,hydraulics,mathematical modeling,mechanical engineering,physic,schematic diagram,simulation",0,0,Mixed ? Course ? 1 - 3 Months
443,Introdu?o ao Controle de Sistemas,Instituto Tecnol?ico de Aeron?tica,"applied mathematics,control system,differential equation,engineering analysis,mathematical modeling,performance testing,process control,system analysis,system design,system engineering",0,0,Mixed ? Course ? 1 - 4 Weeks
444,Build a Full Website using WordPress,Coursera Project Network,"blog,computer science,content development management,content management system,design,marketing,social medium,web content,web design,web design development,web development,wordpress",0,0,Advanced ? Guided Project ? Less Than 2 Hours
445,Build a Full Website using WordPress,Coursera Project Network,"blog,computer science,content development management,content management system,design,marketing,social medium,web content,web design,web design development,web development,wordpress",0,0,Advanced ? Guided Project ? Less Than 2 Hours
446,IBM z/OS Mainframe Practitioner,IBM,"commandline interface,computer security,control panel,data management,data storage,enterprise security,file system,hardware architecture,ibm cloud,ibm db2,infrastructure architecture,job control language jcl,linux,mainframe computing,operating system,system programming,unix,virtualization,virtualization virtual machine,zos",0,0,Intermediate ? Professional Certificate ? 1 - 3 Months
447,Introduction to Cyber Attacks,New York University,"computer security,cyber attack,cyber risk,cybersecurity,data integrity,distributed denialofservice ddos attack,encryption,information system security,malware protection,network security,security engineering,threat modeling",0,0,Beginner ? Course ? 1 - 4 Weeks
448,Plant Bioinformatic Methods,University of Toronto,"analytical skills,big data,bioinformatics,biology,cellular,data analysis,data analysis software,data mining,data synthesis,data visualization software,database,experimentation,exploratory data analysis,life science,microbiology,molecular,molecular biology,network analysis,research report,scientific visualization,statistical analysis,statistical method",0,0,Beginner ? Specialization ? 3 - 6 Months
449,"Data Engineering: Pipelines, ETL, Hadoop",Coursera Instructor Network,"apache hadoop,apache hive,apache spark,big data,data analysis,data architecture,data infrastructure,data integration,data lake,data management,data pipeline,data processing,data transformation,data warehouse,datadriven decisionmaking,extract,load,scalability,transform",0,0,Intermediate ? Course ? 1 - 4 Weeks
450,Computer Science: Programming with a Purpose,Princeton University,"algorithm,animation,computational thinking,computer programming,computer science,data structure,debugging,java,object oriented programming oop,performance tuning,program development,programming principle",0,0,Beginner ? Course ? 1 - 3 Months
451,Sustainable Fashion,Copenhagen Business School,"business modeling,business strategy,business transformation,consumer behaviour,corporate sustainability,environmental regulation,environmental social corporate governance esg,innovation,material handling,product lifecycle management,strategic partnership,sustainability reporting,waste minimization",0,0,Beginner ? Course ? 1 - 3 Months
452,FPGA Softcore Processors and IP Acquisition,University of Colorado Boulder,"computer architecture,debugging,embedded system,hardware architecture,integrated development environment,performance tuning,simulation,software development,system design implementation,verification validation",0,0,Intermediate ? Course ? 1 - 4 Weeks
453,Electric Industry Operations and Markets,Duke University,"basic electrical system,dispatching,electric power system,electrical power,energy utility,environmental regulation,market dynamic,operating cost,operational efficiency,plant operation management,regulatory compliance",0,0,Beginner ? Course ? 1 - 4 Weeks
454,Introduction to Web Development,"University of California, Davis","browser compatibility,cascading style sheet cs,cloud hosting,frontend web development,git version control system,github,html cs,hypertext markup language html,image analysis,semantic web,version control,web content,web design,web design development,web development,web server",0,0,Beginner ? Course ? 1 - 4 Weeks
455,Introduction to GIS Mapping,University of Toronto,"arcgis,data capture,data mapping,geographic information system,geospatial mapping,global positioning system,spatial analysis,spatial data analysis",0,0,Beginner ? Course ? 1 - 3 Months
456,The Raspberry Pi Platform and Python Programming for the Raspberry Pi,"University of California, Irvine","commandline interface,computer hardware,computer programming,development environment,embedded system,file system,integrated development environment,internet thing,linux,o process management,operating system,python,ui component,user interface ui",0,0,Mixed ? Course ? 1 - 4 Weeks
457,Introduction to Web Development,"University of California, Davis","browser compatibility,cascading style sheet cs,cloud hosting,frontend web development,git version control system,github,html cs,hypertext markup language html,image analysis,semantic web,version control,web content,web design,web design development,web development,web server",0,0,Beginner ? Course ? 1 - 4 Weeks
458,Hardware and Operating System Foundations I,Illinois Tech,"commandline interface,graphical tool,information technology operation,microsoft window,network administration,o process management,operating system,system administration,system configuration,system monitoring,system software,user account",0,0,Intermediate ? Course ? 1 - 4 Weeks
459,Introduction to Semiconductor Packaging,Arizona State University,"computer hardware,electrical system,electronic component,electronic system,electronics,engineering design process,manufacturing process,mechanical design,reliability,semiconductor,technology roadmaps,thermal management",0,0,Mixed ? Course ? 1 - 3 Months
460,Practical Time Series Analysis,The State University of New York,"correlation analysis,data analysis,data visualization,descriptive statistic,forecasting,mathematical modeling,predictive modeling,r,software installation,statistical analysis,statistical inference,time series analysis forecasting",0,0,Intermediate ? Course ? 1 - 3 Months
461,Project Management: Foundations and Initiation,University of Colorado Boulder,"business communication,communication,engineering management,leadership,project management,project management life cycle,project scoping,requirement management,resource management,stakeholder communication,stakeholder management,team management",0,0,Beginner ? Course ? 1 - 4 Weeks
462,"Food Sustainability, Mindful Eating, and Healthy Cooking",Stanford University,"adaptability,behavioral health,compassion,cooking,creativity,cultural diversity,decision making,emerging technology,environment,environmental issue,environmental science,food beverage,food safety sanitation,mindfulness,nutrition diet,pollution prevention,product lifecycle management,resourcefulness,selfawareness,waste minimization",0,0,Beginner ? Specialization ? 1 - 3 Months
463,"Solar Energy for Engineers, Architects and Code Inspectors",University at Buffalo,"architectural design,architectural engineering,basic electrical system,building code,building design,construction inspection,cost benefit analysis,electrical safety,electrical system,energy utility,engineering calculation,feasibility study,hvac,land development,mechanical design,process analysis,project implementation,structural analysis,submittals construction,system requirement",0,0,Beginner ? Specialization ? 3 - 6 Months
464,"Introduction to Containers w/ Docker, Kubernetes & OpenShift",IBM,"application deployment,cicd,cloudnative computing,commandline interface,containerization,devops,docker software,istio,kubernetes,microservices,openshift,scalability,virtualization,yaml",0,0,Intermediate ? Course ? 1 - 3 Months
465,Rob?ica,Universidad Nacional Aut?oma de M?ico,"basic electrical system,computer programming,control system,electronic component,electronics,mobile development,programming principle,remote access system,robotic process automation",0,0,Mixed ? Course ? 1 - 3 Months
466,"Introduction to Web Development with HTML, CSS, JavaScript",IBM,"backend web development,cascading style sheet cs,frontend web development,fullstack web development,html cs,hypertext markup language html,interactive design,javascript,web application,web design,web development,web development tool",0,0,Beginner ? Course ? 1 - 3 Months
467,Python Classes and Inheritance,University of Michigan,"data structure,debugging,json,maintainability,object oriented programming oop,oop,python,qa testing,unit testing",0,0,Intermediate ? Course ? 1 - 4 Weeks
468,Generative AI for Executives and Business Leaders,IBM,"artificial intelligence,brainstorming,business ethic,business leadership,business priority,business solution,business strategy,business transformation,data ethic,data strategy,feasibility study,generative ai,generative ai agent,goal setting,ideation,prompt engineering,return investment,risk analysis,risk mitigation,scalability",0,0,Intermediate ? Specialization ? 1 - 4 Weeks
469,Fundamentals of Machine Learning for Healthcare,Stanford University,"applied machine learning,artificial intelligence machine learning aiml,artificial neural network,data ethic,data processing,data quality,deep learning,health care,health informatics,health technology,healthcare ethic,healthcare industry knowledge,image analysis,machine learning,reinforcement learning,statistical machine learning,supervised learning",0,0,Beginner ? Course ? 1 - 3 Months
470,Python Classes and Inheritance,University of Michigan,"data structure,debugging,json,maintainability,object oriented programming oop,oop,python,qa testing,unit testing",0,0,Intermediate ? Course ? 1 - 4 Weeks
471,Introduction to Clinical Data,Stanford University,"clinical data management,clinical research,data collection,data ethic,data manipulation,data mining,data processing,electronic medical record,feature engineering,health care,health disparity,health informatics,medical imaging,medical record,text mining,unstructured data",0,0,Beginner ? Course ? 1 - 3 Months
472,MLOps | Machine Learning Operations,Duke University,"application deployment,aws sagemaker,big data,cicd,cloud computing,containerization,data analysis,data ethic,data management,data manipulation,data pipeline,devops,exploratory data analysis,github,machine learning,microsoft azure,mlops machine learning operation,numpy,panda python package,python",0,0,Advanced ? Specialization ? 3 - 6 Months
473,Introduction to Python,Coursera Project Network,"application development,artificial intelligence,computational thinking,computer programming,data science,programming principle,python,scientific visualization,web development",0,0,Beginner ? Guided Project ? Less Than 2 Hours
474,Software Development Processes and Methodologies,University of Minnesota,"agile methodology,agile software development,application deployment,design patterns,development testing,maintainability,process driven development,qa testing,release management,requirement analysis,scrum software development,sdlc,software architecture,software development methodology,software engineering,system development,system requirement,user requirement document,verification validation,waterfall methodology",0,0,Beginner ? Course ? 1 - 4 Weeks
475,The Evolving Universe,Caltech,"general science research,mathematical modeling,mechanic,physic,physical science,system measurement",0,0,Mixed ? Course ? 1 - 3 Months
476,Prompt Engineering with Llama 2&3,DeepLearning.AI,"computer programming,generative ai,large language modeling,open source technology,prompt engineering,secure coding",0,0,Beginner ? Project ? Less Than 2 Hours
477,Design Prompts for Everyday Work Tasks,Google,"brainstorming,business writing,concision,document management,project schedule,prompt engineering,taking meeting minute,text mining,timeline",0,0,Beginner ? Course ? 1 - 4 Weeks
478,Human Factors & Usability Engineering: Designing for Humans,Arizona State University,"accident prevention,creativity,critical thinking problem solving,data collection,decision making,human centered design,human computer interaction,human factor,human factor engineering,human learning,human machine interface,kinesiology,mitigation,problem solving,research design,usability,usability testing,user interface ui,user research,ux design",0,0,Intermediate ? Specialization ? 3 - 6 Months
479,"Electr?ica Digital Bit a Bit: Fundamentos, Verilog y FPGA",Pontificia Universidad Cat?ica de Chile,"application specific integrated circuit,computational logic,computer architecture,computeraided design,electrical engineering,electronic component,electronic hardware,electronic system,electronics,embedded system,engineering design process,fieldprogrammable gate array fpga,hardware design,programming principle,schematic diagram,semiconductor,simulation simulation software",0,0,Mixed ? Course ? 1 - 3 Months
480,Artificial Intelligence: an Overview,Politecnico di Milano,"applied machine learning,artificial intelligence,artificial intelligence machine learning aiml,cloud platform,computer science,data ethic,deep learning,dimensionality reduction,ethical standard conduct,general data protection regulation gdpr,governance,hardware architecture,information technology architecture,intellectual property,legal risk,machine learning,machine learning algorithm,reinforcement learning,supervised learning,unsupervised learning",0,0,Beginner ? Specialization ? 3 - 6 Months
481,Particle Physics: an Introduction,University of Geneva,"experimentation,laboratory equipment,mathematical modeling,physic,radiation protection,research,science research",0,0,Mixed ? Course ? 1 - 3 Months
482,Brand and Product Management,IE Business School,"brand awareness,brand loyalty,brand management,brand strategy,branding,competitive analysis,customer engagement,customer experience strategy cx,design product,employee engagement,new product development,portfolio management,product lifecycle management,product management,product planning,product strategy",0,0,Beginner ? Course ? 1 - 3 Months
483,"Internet History, Technology, and Security",University of Michigan,"computer networking,encryption,innovation,network architecture,network protocol,network security,tcpip,web application,web development,web server",0,0,Beginner ? Course ? 1 - 3 Months
484,Introduction to Computers,Microsoft,"business software,computer architecture,computer hardware,computer system,cybersecurity,data loss prevention,data storage technology,enterprise security,generative ai,hardware architecture,information technology,microsoft window,o process management,operating system,server,system configuration,technical support",0,0,Beginner ? Course ? 1 - 4 Weeks
485,Use AI as a Creative or Expert Partner,Google,"ai personalization,chatgpt,generative ai agent,ideation,prompt engineering,simulation,solution design",0,0,Beginner ? Course ? 1 - 4 Weeks
486,Usable Security,"University of Maryland, College Park","authentication,cybersecurity,design,human computer interaction,human factor,information privacy,multifactor authentication,personally identifiable information,security engineering,threat modeling,usability,usability testing,user centered design,user interface ui design",0,0,Mixed ? Course ? 1 - 3 Months
487,Single Page Web Applications with AngularJS,Johns Hopkins University,"ajax,angular,application programming interface api,cloud application,frontend web development,hypertext markup language html,javascript,javascript framework,model view controller,software architecture,ui component,unit testing,web application,web development,web service",0,0,Intermediate ? Course ? 1 - 3 Months
488,Continuous Delivery & DevOps ,University of Virginia,"cicd,continuous delivery,continuous improvement process,devops,information technology operation,infrastructure,process improvement,qa testing,quality improvement,system testing,team oriented,team performance management,test automation,unit testing",0,0,Beginner ? Course ? 1 - 4 Weeks
489,"Modern Robotics, Course 1:  Foundations of Robot Motion",Northwestern University,"angular,engineering,mathematical modeling,matlab,mechanic,simulation simulation software,torque physic",0,0,Intermediate ? Course ? 1 - 3 Months
490,Machine Learning Foundations for Product Managers,Duke University,"algorithm,artificial intelligence machine learning aiml,artificial neural network,classification regression tree cart,computer vision,data science,decision tree learning,deep learning,machine learning,nlp,performance metric,predictive analytics,random forest algorithm,regression analysis,supervised learning,unsupervised learning",0,0,Intermediate ? Course ? 1 - 3 Months
491,Optimizing a Website for Google Search,"University of California, Davis","client service,competitive analysis,content marketing,content strategy,expectation management,forecasting,google analytics,internal auditing,key performance indicator kpis,keyword research,marketing,performance reporting,search engine optimization,web analytics seo",0,0,Intermediate ? Course ? 1 - 4 Weeks
492,Introduction to Business,"University of California, Irvine","accounting,business planning,business strategy,cash flow,content marketing,financial forecasting,financial statement,income statement,keyword research,leadership development,leadership management,marketing,online advertising,people development,profit loss pl management,search engine marketing,search engine optimization,storytelling,strategic leadership,strategic planning",0,0,Beginner ? Specialization ? 1 - 3 Months
493,Electric Vehicles and Mobility,?cole Nationale des Ponts et Chauss?s,"automation,cost benefit analysis,economics,electric power system,energy utility,environmental engineering,environmental science,innovation,market analysis,market dynamic,public policy,social study,socioeconomics,transportation operation",0,0,Beginner ? Course ? 3 - 6 Months
494,ChatGPT - Usos y Estrategias,Tecnol?ico de Monterrey,"artificial intelligence,chatgpt,creativity,critical thinking,data ethic,ethical standard conduct,generative ai,innovation,nlp,productivity,prompt engineering",0,0,Beginner ? Course ? 1 - 4 Weeks
495,Real-World Product Management,Advancing Women in Tech,"artificial intelligence machine learning aiml,crossfunctional team leadership,customer retention,design,financial analysis,financial statement analysis,innovation,interviewing skill,leadership,new product development,performance management,product development,product lifecycle management,product management,product requirement,product roadmaps,product strategy,professional networking,technical product management,ux design",0,0,Beginner ? Specialization ? 3 - 6 Months
496,Archaeoastronomy,Politecnico di Milano,"ancient history,anthropology,architectural design,architecture construction,art history,civil architectural engineering,cultural diversity,general science research,physical science,scientific method,social study,world history",0,0,Beginner ? Course ? 1 - 3 Months
497,Marine Biology,American Museum of Natural History,"biochemistry,biology,environment,environment resource management,environmental issue,environmental science,life science,molecular biology,natural resource management,research,water resource",0,0,Beginner ? Course ? 1 - 3 Months
498,Orienta?o a Objetos com Java,Instituto Tecnol?ico de Aeron?tica,"design patterns,eclipse software,java,junit,maintainability,object oriented programming oop,oop,programming principle,qa testing,software engineering,unified modeling language,unit testing",0,0,Intermediate ? Course ? 1 - 3 Months
499,Introduction to Cybersecurity Essentials,IBM,"application security,computer security awareness training,cryptography,cyber attack,cybersecurity,data security,encryption,hardening,information privacy,information system security,malware protection,multifactor authentication,network security,personally identifiable information,security awareness,security control,threat management",0,0,Beginner ? Course ? 1 - 4 Weeks
500,TensorFlow: Data and Deployment,DeepLearning.AI,"android development,application deployment,applied machine learning,computer vision,data importexport,data pipeline,data processing,data transformation,deep learning,extract,feature engineering,image analysis,io development,javascript,json,load,machine learning,mlops machine learning operation,mobile development,swift,tensorflow,transform",0,0,Intermediate ? Specialization ? 3 - 6 Months
501,Preparing for Your Associate Cloud Engineer Journey,Google Cloud,"cloud computing,cloud engineering,cloud infrastructure,cloud security,cloud solution,cloud storage,google cloud platform,identity access management,network monitoring",0,0,Intermediate ? Course ? 1 - 3 Months
502,Microsoft Excel,Microsoft,"dashboard,data analysis,data cleansing,data manipulation,data presentation,data processing,data quality,data storytelling,data transformation,data visualization,data visualization software,excel formula,excel macro,forecasting,microsoft copilot,microsoft excel,pivot table chart,predictive modeling,prompt engineering,statistical analysis",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
503,Entrepreneurship 3: Growth Strategies,University of Pennsylvania,"business metric,business strategy,customer acquisition management,earned medium,entrepreneurship,forecasting,growth strategy,key performance indicator kpis,market dynamic,marketing,organizational structure,paid medium,people management,public relation,search engine optimization,talent management",0,0,Beginner ? Course ? 1 - 4 Weeks
504,"Introduction to HTML, CSS, & JavaScript",IBM,"application programming interface api,bootstrap frontend framework,browser compatibility,cascading style sheet cs,javascript,responsive web design,scripting,web development",0,0,Beginner ? Course ? 1 - 4 Weeks
505,Data Engineering on AWS - Foundations,Amazon Web Services,"amazon cloudwatch,amazon web service,aws cloudformation,aws identity access management iam,cicd,cloud application,cloud engineering,data architecture,data infrastructure,infrastructure architecture,infrastructure code iac,security control,serverless computing,terraform",0,0,Beginner ? Course ? 1 - 4 Weeks
506,"Introduction to HTML, CSS, & JavaScript",IBM,"application programming interface api,bootstrap frontend framework,browser compatibility,cascading style sheet cs,javascript,responsive web design,scripting,web development",0,0,Beginner ? Course ? 1 - 4 Weeks
507,Introduction to Software Testing,University of Minnesota,"code coverage,development testing,functional testing,integration testing,issue tracking,junit,qa testing,software quality assurance,test automation,test case,test data,test planning,testability,unit testing,verification validation",0,0,Intermediate ? Course ? 1 - 4 Weeks
508,Managing Major Engineering Projects,University of Leeds,"business risk management,contract management,cost management,engineering management,financial analysis,governance,program management,project finance,project implementation,project management,project management life cycle,project performance,project portfolio management,project risk management,project scoping,return investment,risk management,scope management,stakeholder engagement,stakeholder management",0,0,Intermediate ? Specialization ? 3 - 6 Months
509,"Pressure, Force, Motion, and Humidity Sensors ",University of Colorado Boulder,"control system,electrical system,electronic component,electronic hardware,electronic system,electronics,embedded software,embedded system,equipment design,hardware design,machine control",0,0,Intermediate ? Course ? 1 - 3 Months
510,Our Energy Future,University of California San Diego,"biology,chemical engineering,economics,electrical power,energy utility,environment,environmental policy,environmental regulation,environmental science,food beverage,mitigation,pollution prevention,production process,social study",0,0,Mixed ? Course ? 1 - 3 Months
511,Introduction to Contemporary Operating Systems and Hardware 1b,Illinois Tech,"computer networking,general networking,local area network,network architecture,network protocol,network router,network switch,networking hardware,server,system configuration,tcpip,wide area network,wireless network",0,0,Beginner ? Course ? 1 - 4 Weeks
512,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),Hebrew University of Jerusalem,"algorithm,computer architecture,computer engineering,computer graphic,computer programming,computer science,data structure,design patterns,object oriented programming oop,operating system,program development,software architecture,system implementation,system software,virtual machine",0,0,Mixed ? Course ? 1 - 3 Months
513,Introduction to Chemistry:  Structures and Solutions,Duke University,"chemistry,laboratory experience,physic,physical science,scientific method,system measurement,thermal management",0,0,Beginner ? Course ? 1 - 3 Months
514,Google Project Management (PT),Google,"agile methodology,agile project management,backlog,change control,change management,communication planning,continuous improvement process,leadership,process improvement,project closure,project control,project management,project management life cycle,project management software,project schedule,project scoping,quality management,requirement analysis,sprint retrospective",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
515,Electrones en Acci?: Electr?ica y Arduinos para tus propios Inventos,Pontificia Universidad Cat?ica de Chile,"basic electrical system,computer programming,control system,electrical engineering,electronic component,electronic hardware,electronic system,electronics,embedded system,programming principle,wiring diagram",0,0,Mixed ? Course ? 1 - 4 Weeks
516,Introduction to Virtual Reality,University of London,"augmented virtual reality arvr,display device,human computer interaction,human factor,journalism,mental health therapy,rehabilitation,unity engine,video game development,virtual environment,virtual reality",0,0,Beginner ? Course ? 1 - 4 Weeks
517,Introduction to Computers and Office Productivity Software,The Hong Kong University of Science and Technology,"computer graphic,computer hardware,computer system,data management,document management,file management,graphic software,spreadsheet software",0,0,Mixed ? Course ? 1 - 3 Months
518,5G for Everyone,Qualcomm Academy,"emerging technology,internet thing,network infrastructure,telecommunication,virtualization,wireless network",0,0,Beginner ? Course ? 1 - 3 Months
519,Client Needs and Software Requirements ,University of Alberta,"acceptance testing,agile software development,backlog,business requirement,change control,client service,functional requirement,prioritization,product requirement,requirement analysis,requirement elicitation,requirement management,scope management,system requirement,user requirement document,user story",0,0,Mixed ? Course ? 1 - 4 Weeks
520,Speed Up Data Analysis and Presentation Building,Google,"data analysis,data presentation,data storytelling,data visualization,graphing,oral expression,prompt engineering",0,0,Beginner ? Course ? 1 - 4 Weeks
521,Developing Front-End Apps with React,IBM,"cascading style sheet cs,data structure,eventdriven programming,frontend web development,fullstack web development,javascript,javascript framework,react,react redux,ui component,web application,web development",0,0,Intermediate ? Course ? 1 - 4 Weeks
522,Disaster Preparedness,University of Pittsburgh,"activity daily living adls,adaptability,cultural diversity,emergency medicine,emergency response,first aid,healthcare ethic,mitigation,resourcefulness,risk analysis,safety security,stress management,triage,water resource",0,0,Beginner ? Course ? 1 - 3 Months
523,Java FullStack Developer,Board Infinity,"angular,cascading style sheet cs,eclipse software,frontend web development,html cs,hypertext markup language html,integrated development environment,java,javascript,javascript framework,model view controller,object oriented programming oop,oop,restful api,spring,web application,web development,web service",0,0,Intermediate ? Specialization ? 1 - 3 Months
524,FPGA Capstone:  Building FPGA Projects,University of Colorado Boulder,"design software,development environment,eclipse software,electronic system,embedded software,embedded system,engineering documentation,fieldprogrammable gate array fpga,hardware design,hardware troubleshooting,integrated development environment,laboratory experience,program development,software development,system design implementation",0,0,Intermediate ? Course ? 1 - 4 Weeks
525,Advanced Semiconductor Packaging,Arizona State University,"computer architecture,electronics,hardware architecture,reliability,scalability,semiconductor,system integration,technical standard,thermal management",0,0,Beginner ? Course ? 1 - 3 Months
526,Introduction to Architecting Smart IoT Devices,EIT Digital,"embedded system,internet thing,prototyping,requirement analysis,sdlc,software architecture,system architecture,system design,technical design,unified modeling language",0,0,Beginner ? Course ? 1 - 4 Weeks
527,MathWorks Computer Vision Engineer,MathWorks,"anomaly detection,application deployment,applied machine learning,artificial intelligence machine learning aiml,artificial neural network,automation,computer vision,data mapping,data synthesis,data visualization,deep learning,image analysis,machine learning,machine learning method,matlab,motion graphic,predictive modeling,pytorch machine learning library,spatial data analysis,visualization computer graphic",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
528,Spacecraft Dynamics and Control,University of Colorado Boulder,"advanced mathematics,algorithm,applied mathematics,control system,differential equation,engineering,engineering analysis,engineering calculation,linear algebra,mathematical modeling,mechanic,numerical analysis,physic,simulation,simulation simulation software,system measurement,torque physic,trigonometry,vibration,visualization computer graphic",0,0,Advanced ? Specialization ? 3 - 6 Months
529,Differential Equations for Engineers,The Hong Kong University of Science and Technology,"advanced mathematics,applied mathematics,calculus,derivative,differential equation,electrical engineering,engineering analysis,integral calculus,linear algebra,mathematical modeling,numerical analysis,vibration",0,0,Beginner ? Course ? 1 - 3 Months
530,The Nuts and Bolts of Machine Learning,Google,"advanced analytics,data analysis,data ethic,feature engineering,machine learning,machine learning algorithm,performance tuning,predictive modeling,python,scikit learn machine learning library,supervised learning,unsupervised learning",0,0,Advanced ? Course ? 1 - 3 Months
531,"Mechanics: Motion, Forces, Energy and Gravity, from Particles to Planets",UNSW Sydney (The University of New South Wales),"applied mathematics,engineering analysis,engineering calculation,estimation,experimentation,mathematical modeling,mechanic,physic,physical science,system measurement",0,0,Beginner ? Course ? 1 - 3 Months
532,"Creativity, Innovation and Transformation",The Pennsylvania State University,"adaptability,collaboration,creative problemsolving,creative thinking,creativity,cultural diversity,curiosity,experimentation,ingenuity,open mindset,selfawareness,tenacity",0,0,Mixed ? Course ? 1 - 4 Weeks
533,Sustainable Agricultural Land Management,University of Florida,"development,environment,environment resource management,environmental issue,environmental regulation,environmental science,land management,natural resource management,policty analysis,research,water resource",0,0,Beginner ? Course ? 1 - 3 Months
534,Wireless Communications for Everybody,Yonsei University,"capacity management,digital communication,emerging technology,network planning design,network protocol,telecommunication,wireless network",0,0,Beginner ? Course ? 1 - 3 Months
535,Engineering Genetic Circuits,University of Colorado Boulder,"biochemistry,bioinformatics,cellular,chemical biomedical engineering,computational logic,computational thinking,differential equation,electrical computer engineering,electrical engineering,engineering analysis,engineering design process,failure analysis,markov model,mathematical modeling,microbiology,molecular,molecular biology,simulation,simulation simulation software,software visualization,system analysis,system design",0,0,Intermediate ? Specialization ? 3 - 6 Months
536,Machine Learning: Regression,University of Washington,"algorithm,applied machine learning,data manipulation,feature engineering,machine learning,predictive analytics,predictive modeling,python,regression analysis,statistical analysis,statistical method,supervised learning",0,0,Mixed ? Course ? 1 - 3 Months
537,Practical Data Science with MATLAB,MathWorks,"applied machine learning,data analysis,data cleansing,data importexport,data integration,data processing,data science,data storytelling,data visualization,data visualization software,descriptive statistic,dimensionality reduction,exploratory data analysis,feature engineering,interactive data visualization,matlab,predictive modeling,regression analysis,supervised learning,technical communication",0,0,Beginner ? Specialization ? 3 - 6 Months
538,Supervised Machine Learning: Regression,IBM,"classification regression tree cart,feature engineering,machine learning,performance metric,predictive modeling,regression analysis,scikit learn machine learning library,statistical analysis,supervised learning",0,0,Intermediate ? Course ? 1 - 3 Months
539,Preparing for Google Cloud Certification: Cloud Engineer Professional Certificate en Espa?l,Google Cloud,"application deployment,cloud application,cloud computing,cloud computing architecture,cloud infrastructure,cloud management,cloud service,cloud solution,cloud storage,containerization,data storage,generative ai,google cloud platform,identity access management,infrastructure service iaa,kubernetes,load balancing,prompt engineering,terraform,virtual machine",0,0,Intermediate ? Specialization ? 3 - 6 Months
540,Introduction to Microprocessors,Arm,"c programming language,computer architecture,computer hardware,computer programming,computer system,data storage,embedded system,hardware architecture,microarchitecture,system programming",0,0,Beginner ? Course ? 1 - 3 Months
541,Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Georgia Institute of Technology,"applied mathematics,calculus,civil engineering,engineering,engineering analysis,mathematical modeling,mechanic,mechanical engineering,physic,structural engineering,torque physic,vibration",0,0,Mixed ? Course ? 1 - 3 Months
542,Digital Manufacturing & Design,University at Buffalo,"business transformation,datadriven decisionmaking,digital design,digital transformation,industrial engineering,manufacturing operation,manufacturing process,market dynamic,safety security,workforce development",0,0,Beginner ? Course ? 1 - 4 Weeks
543,Introducci? a la inteligencia artificial,Universidad Nacional Aut?oma de M?ico,"algorithm,applied machine learning,artificial intelligence,artificial intelligence machine learning aiml,bayesian network,bioinformatics,computational logic,computational thinking,creativity,deductive reasoning,engineering software,game theory,generative ai,machine learning,markov model,program development,python,social science,software development,theoretical computer science",0,0,Intermediate ? Specialization ? 3 - 6 Months
544,Engineering Health: Introduction to Yoga and Physiology,New York University,"anatomy,biology,cardiology,chronic disease,general science research,health assessment,kinesiology,mental health,mindfulness,neurology,orthopedics,physical therapy,preventative care,pulmonology,research,respiration,respiratory care,stress management,vital sign",0,0,Beginner ? Course ? 3 - 6 Months
545,Global Warming I: The Science and Modeling of Climate Change,The University of Chicago,"biology,chemistry,data collection,economics,energy utility,environment,environmental monitoring,environmental science,mathematical modeling,mitigation,physic,simulation,system thinking",0,0,Mixed ? Course ? 1 - 3 Months
546,Foundations of Software Testing and Validation,University of Leeds,"acceptance testing,functional testing,integration testing,performance testing,qa testing,sdlc,software development,software quality assurance,system testing,test case,test planning,unit testing,usability testing,user acceptance testing uat,verification validation",0,0,Beginner ? Course ? 1 - 4 Weeks
547,Java Programming: Principles of Software Design,Duke University,"algorithm,application programming interface api,computer programming,data structure,debugging,design patterns,java,object oriented programming oop,performance testing,predictive modeling,programming principle,software engineering",0,0,Beginner ? Course ? 1 - 3 Months
